county1, county2, distance, net_mig
50, 57, 101, 60
50, 58, 384, 73
50, 59, 74, 214
50, 60, 383, -24
50, 61, 352, 44
50, 62, 328, 18
50, 63, 1170, 9
50, 64, 1586, 17
50, 65, 1555, -16
50, 66, 2577, 93
50, 67, 1183, 45
50, 68, 1191, 47
50, 69, 1245, -2
50, 70, 2345, 32
50, 71, 2211, 28
50, 72, 1954, 164
50, 73, 1166, 6
51, 52, 524, -10
51, 53, 868, 88
51, 54, 1825, 54
51, 55, 91, 110
51, 56, 1308, 50
51, 57, 2069, 71
51, 58, 2381, 128
51, 59, 2112, 272
51, 60, 2439, -24
51, 61, 2376, 54
51, 62, 2396, -21
51, 63, 1122, -8
51, 64, 679, 1
51, 65, 871, -5
51, 66, 1114, 77
51, 67, 989, 112
51, 68, 994, 62
51, 69, 997, -27
51, 70, 646, 14
51, 71, 525, 26
51, 72, 956, 212
51, 73, 1094, 8
52, 53, 1080, 48
52, 54, 1301, 21
52, 55, 458, -30
52, 56, 1050, 42
52, 57, 1547, 45
52, 58, 1876, 54
52, 59, 1589, 104
52, 60, 1929, -18
52, 61, 1868, 30
52, 62, 1885, -13
52, 63, 682, 2
52, 64, 356, 9
52, 65, 595, -27
52, 66, 1346, 36
52, 67, 474, 45
52, 68, 470, 28
52, 69, 546, 8
52, 70, 923, 6
52, 71, 763, -8
52, 72, 923, 33
52, 73, 591, -4
53, 54, 2103, -39
53, 55, 939, -132
53, 56, 976, -5
53, 57, 2279, -4
53, 58, 2447, 8
53, 59, 2338, 81
53, 60, 2519, 2
53, 61, 2455, 4
53, 62,2492, -73
53, 63, 1208, -40
53, 64, 872, -32
53, 65, 823, -25
53, 66, 265, -13)
53, 67, 1325, -14
53, 68, 1438, 19
53, 69, 1160, -25
53, 70, 229, 5
53, 71, 348, -3
53, 72, 452, -52
53, 73, 1618, -1
54, 55, 1758, -63
54, 56, 1342, -13
54, 57, 268, 37
54, 58, 693, -46
54, 59, 295, -72
54, 60, 717, -39
54, 61, 670, -50
54, 62, 664, -38
54, 63, 898, -38
54, 64, 1275, -23
54, 65, 1281, -24
54, 66, 2325, -16
54, 67, 846, -31
54, 68, 836, -63
54, 69, 947, -32
54, 70, 2050, 7
54, 71, 1908, 28
54, 72, 1709, 61
54, 73, 803, 3
55, 56, 1311, 97
55, 57, 2006, 108
55, 58, 2328, 161
55, 59, 2047, 84
55, 60, 2384, -24
55, 61, 2321, 88
55, 62, 2340, -58
55, 63, 1086, -24
55, 64, 655, -5
55, 65, 863, -3
55, 66, 1190, 39
55, 67, 929, 117
55, 68, 923, 74
55, 69, 958, -22
55, 70, 722, 18
55, 71, 592, 22
55, 72, 992, 116
55, 73, 1014, 4
56, 57, 1442, -29
56, 58, 1515, 35
56, 59, 1507, -107
56, 60, 1592, -10
56, 61, 1529, 11
56, 62, 1573, -77
56, 63, 555, -29
56, 64, 700, -33
56, 65, 461, -16
56, 66,1113, 3
56, 67, 875, -8
56, 68, 1046, 9
56, 69, 632, -17
56, 70, 1054, -8
56,71, 990, -15
56, 72, 525, -61
56, 73, 1241, 1
57, 58, 441, -74
57, 59, 65, -125
57, 60, 454, -51
57, 61, 413, -105
57, 62, 400, -47
57, 63, 1073, -65
57, 64, 1486, -28
57, 65, 1459, -37
57, 66, 2486, -25
57, 67, 1082, -43
57, 68, 1091, -84
57, 69, 1146, -45
57, 70, 2247, -8
57, 71, 2112, 2
57, 72, 1863, 92
57, 73, 1070, 0
58, 59, 454, -164
58, 60, 78, -66
58, 61, 36, 20
58, 62, 87, -28
58, 63, 1296, -19
58, 64, 1744, 1
58, 65, 1660, -2
58, 66, 2620, 34
58, 67, 1401, 19
58, 68, 1449, 41
58, 69, 1400, -2
58, 70, 2456, 13
58, 71, 2338, 8
58, 72, 2003, 105
58, 73, 1466, 10
59, 60, 456, -30
59, 61, 423, 47
59, 62, 402, -52
59, 63, 1131, -31
59, 64, 1538, 11
59, 65, 1517, 3
59, 66, 2547, 55
59, 67, 1127, 144
59, 68, 1128, 74
59, 69, 1200, -22
59, 70, 2303, 26
59, 71, 2166, 58
59, 72, 1924, 193
59, 73, 1098, 5
60, 61, 65, 5
60, 62, 54, 21
60, 63, 1361, 8
60, 64, 1807, 16
60, 65, 1729, 4
60, 66, 2695, -2
60, 67, 1455, 54
60, 68, 1496, 25
60, 69, 1462, 6
60, 70, 2525, -1
60, 71, 2406, 24
60, 72, 2077, -17
60, 73, 1503, 5
61, 62, 54, -30
61, 63, 1296, -10
61, 64,1743, -6
61, 65, 1664, -2
61, 66, 2631, 5
61, 67, 1393, 49
61, 68, 1437, 56
61, 69, 1398, -3
61, 70, 2460, 6
61, 71, 2341, 3
61, 72, 2013, 40
61, 73, 1449, 12
62, 63, 1326, 7
62, 64, 1770, -10
62, 65, 1697, -1
62, 66, 2672, 22
62, 67, 1411, 22
62, 68, 1448, 32
62, 69, 1424, -4
62, 70, 2494, 19
62, 71, 2372, 11
62, 72, 2052, 82
62, 73, 1452, 2
63, 64, 453, 11
63, 65, 386, 0
63, 66, 1427, 16
63, 67, 339, 8
63, 68, 508, 54
63, 69, 135, -8
63, 70, 1176, 13
63, 71, 1048, 6
63, 72, 813, 39
63, 73, 694, 4
64, 65, 240, -16
64, 66, 1125, 7
64, 67, 455, -7
64, 68, 568, 34
64, 69, 345, 4
64, 70, 780, -1
64, 71, 634, 4
64, 72, 605, 27
64, 73, 756, 4
65, 66, 1047, 15
65, 67, 557, 0
65, 68, 709, -14
65, 69, 348, 1
65, 70, 796, -1
65, 71, 678, 6
65, 72, 452, 16
65, 73, 909, 3
66, 67, 1572, -31
66, 68, 1692, -26
66, 69, 1393, -21
66, 70, 467, 5
66, 71, 608, -6
66, 72, 624, -17
66, 73, 1876, 7
67, 68, 171, 6
67, 69, 244, -12
67, 70, 1233, 9
67, 71, 1082, 23
67, 72, 1008, 58
67, 73, 367, 3
68, 69, 414, -7
68, 70, 1324, 10
68, 71, 1168, 7
68, 72, 1152, 43
68, 73, 201, 7
69, 70, 1104, 0
69, 71, 966, 7
69, 72, 799, 17
69, 73, 611, 9
70, 71, 159, 4
70, 72, 542, 12
70, 73, 1490, -1
71, 72, 513, 32
71,73, 1332, 3
72, 73, 1349, -4
