county_1, county_2, net_mig, distance
50, 59, 194, 74
50, 60, 55, 383
50, 61, 39, 352
50, 62, -12, 328
50, 63, -25, 1170
50, 64, -35, 1586
50, 65, -29, 1555
50, 66, -20, 2577
50, 67, -23, 1183
50, 68, -34, 1191
50, 69, 3, 1245
50, 70, 35, 2345
50, 71, 4, 2211
50, 72, -25, 1954
50, 73, -6, 1166
51, 52, 160, 524
51, 53, 100, 868
51, 54, 72, 1825
51, 55, -127, 91
51, 56, 44, 1308
51, 57, 31, 2069
51, 58, 157, 2381
51, 59, 298, 2112
51, 60, 47, 2439
51, 61, 94, 2376
51, 62, 69, 2396
51, 63, 19, 1122
51, 64, 58, 679
51, 65, 56, 871
51, 66, 20, 1114
51, 67, 151, 989
51, 68, 55, 994
51, 69, 33, 997
51, 70, 27, 646
51, 71, 54, 525
51, 72, 63, 956
51, 73, 3, 1094
52, 53, 28, 1080
52, 54, 14, 1301
52, 55, -299, 458
52, 56, -18, 1050
52, 57, -13, 1547
52, 58, 87, 1876
52, 59, 309, 1589
52,60, -13, 1929
52, 61, 28, 1868
52, 62, -51, 1885
52, 63, 36, 682
52, 64, -56, 356
52, 65, -37, 595
52, 66, 21, 1346
52, 67, 17, 474
52, 68, 26, 470
52, 69, -36, 546
52, 70, 14, 923
52, 71, -39, 763
52, 72, -57, 923
52, 73, 8, 591
53, 54, -10, 2103
53, 55, -185, 939
53, 56, -5, 976
53, 57, -26, 2279
53, 58, 69, 2447
53, 59, 299, 2338
53, 60, -17, 2519
53, 61, 47, 2455
53, 62, -13, 2492
53, 63, -28, 1208
53, 64, -17, 872
53, 65, -27, 823
53, 66, -14, 265
53, 67, 51, 1325
53, 68, -1, 1438
53, 69, 0, 1160
53, 70, -11, 229
53, 71, -2, 348
53, 72, -41, 452
53, 73, -1, 1618
54, 55, -114, 1758
54, 56, -4, 1342
54, 57, 97, 268
54, 58, -101, 693
54, 59, -174, 295
54, 60, -11, 717
54, 61, -136, 670
54, 62, -1, 664
54, 63, -26, 898
54, 64, 8, 1275
54, 65, -8, 1281
54, 66, -51, 2325
54, 67, -105, 846
54, 68, -66, 836
54, 69, -25, 947
54, 70, 23, 2050
54, 71, 32, 1908
54, 72, 75, 1709
54, 73, 4, 803
55, 56, 119, 1311
55, 57, 181, 2006
55, 58, 270, 2328
55, 59, 125, 2047
55, 60, 39, 2384
55,61, 127, 2321
55, 62, 53, 2340
55, 63, 78, 1086
55, 64, 62, 655
55, 65, 78, 863
55, 66, 75, 1190
55, 67, 274, 929
55, 68, 142, 923
55, 69, 45, 958
55, 70, 37, 722
55, 71, 45, 592
55, 72, 29, 992
55, 73, 10, 1014
56, 57, -8, 1442
56, 58, 72, 1515
56, 59, -255, 1507
56, 60, -10, 1592
56, 61, 22, 1529
56, 62, -21, 1573
56, 63, 0, 555
56, 64, -7, 700
56, 65, -17, 461
56, 66, 0, 1113
56, 67, 80, 875
56, 68, 36, 1046
56, 69, -14, 632
56, 70, -28, 1054
56, 71, -5, 990
56, 72, -22, 525
56, 73, -4, 1241
57, 58, -131, 441
57, 59, -175, 65
57, 60, -6, 454
57, 61, -144, 413
57, 62, 9, 400
57, 63, -22, 1073
57, 64, -28, 1486
57, 65, -3, 1459
57, 66, -63, 2486
57, 67, -119, 1082
57, 68, -95, 1091
57, 69, -37, 1146
57, 70, -84, 2247
57, 71, 14, 2112
57, 72, 70, 1863
57, 73, 0, 1070
58, 59, -311, 454
58, 60, -77, 78
58, 61, 22,36
58, 62, 65, 87
58, 63, 45, 1296
58, 64, 50, 1744
58, 65, 66, 1660
58, 66, 27, 2620
58, 67, 141, 1401
58, 68, 107, 1449
58, 69, 13, 1400
58, 70, 21, 2456
58, 71, 7, 2338
58, 72, 62, 2003
58, 73, 10, 1466
59, 60, 120, 456
59, 61, 139, 423
59, 62, 190, 402
59, 63, 142, 1131
59, 64, 55, 1538
59, 65, 150, 1517
59, 66, 40, 2547
59, 67, 307, 1127
59, 68, 180, 1128
59, 69, 52, 1200
59, 70, 64, 2303
59, 71, 64, 2166
59, 72, 200, 1924
59, 73, 14, 1098
60, 61, -28, 65
60, 62, -19, 54
60, 63, 30, 1361
60, 64, 18, 1807
60, 65, -22, 1729
60, 66, -2, 2695
60, 67, 10, 1455
60, 68, 26, 1496
60, 69, -10, 1462
60, 70, 3, 2525
60, 71, 1, 2406
60, 72, -8, 2077
60, 73, 1, 1503
61, 62, -7, 54
61, 63, 10, 1296
61, 64, 40, 1743
61, 65, 29, 1664
61, 66, 31, 2631
61, 67, 134, 1393
61, 68, 124, 1437
61, 69, 14, 1398
61, 70, 10, 2460
61, 71, 17, 2341
61, 72, 33, 2013
61, 73, 12, 1449
62, 63, 2, 1326
62, 64, -13, 1770
62, 65, -5, 1697
62, 66, 11, 2672
62, 67, -70, 1411
62, 68, -1, 1448
62, 69, 10, 1424
62, 70, -2, 2494
62, 71, -18, 2372
62, 72, -55, 2052
62, 73, 1, 1452
63, 64, -4, 453
63, 65, 3, 386
63, 66, 6, 1427
63, 67, -57, 339
63, 68, 33, 508
63, 69, 33, 135
63, 70, -1, 1176
63, 71, -10, 1048
63, 72, 10, 813
63, 73, 2, 694
64, 65, 8, 240
64, 66, -7, 1125
64, 67, -41, 455
64, 68, 22, 568
64, 69, -6, 345
64, 70, 3, 780
64, 71, 10, 634
64, 72, -36, 605
64, 73, -2, 756
65, 66, 17, 1047
65, 67, -75, 557
65, 68, -71, 709
65, 69, -9, 348
65, 70, -15, 796
65, 71, -5, 678
65, 72, 26, 452
65, 73, 4, 909
66, 67, -51, 1572
66, 68, -16, 1692
66, 69, 1, 1393
66, 70, -10, 467
66, 71, -11, 608
66, 72, -2, 624
66, 73, 2, 1876
67, 68, 29, 171
67, 69, 28, 244
67, 70, 19, 1233
67, 71, 25, 1082
67, 72, 91, 1008
67, 73, 7, 367
68, 69, 14, 414
68, 70, 3, 1324
68, 71, 19, 1168
68, 72, 40, 1152
68, 73, 7, 201
69, 70, -3, 1104
69, 71, 0, 966
69, 72, -12, 799
69, 73, 7, 611
70, 71, 5, 159
70, 72, -7, 542
70, 73, 2, 1490
71, 72, 3, 513
71, 73, 3, 1332
72, 73, -3, 1349
